937060	deu	Lass uns dieses Geld aufteilen.
1906717	deu	Phantasie ist das Auge der Seele.
4496378	deu	Auch der Opa hat kein Telefon dabei.
1392458	deu	Als sie die Wunde sehen, ruft sie einen Arzt und dieser legt einen behelfsmäßigen Verband an.
3518957	deu	Sind Sie eine Frau, so ist das schlecht. Sind Sie schön, dann ist es umso schlimmer.
4339353	deu	Diese Stadt hatte früher mal viel mehr Einwohner.
5861301	deu	Ich glaube, du bist der erste, dem gegenüber ich so offen war, Tom.
2173103	deu	Ich wollte dich darauf aufmerksam machen, dass einzig und allein die Wahrheit siegen wird.
1767471	deu	Wir müssen ganz genau wissen, was vor sich geht.
5105662	deu	Einmal selbst sehen ist mehr wert als hundert Neuigkeiten hören.
4636334	deu	Ich erinnere euch nicht an eure Aufgaben.
1729986	deu	Es verrät Schwäche, bei kleinen Anlässen große Hebel in Bewegung zu setzen.
1104426	deu	Warum habe ich kein Geld in meinem Geldbeutel?
4507174	deu	Ich habe mich entschieden, Boston den Rücken zu kehren.
1627555	deu	Halbeinfache Lie-Algebren sind arm an Idealen, besitzen dafür aber eine reichhaltige geometrische Struktur.
1108759	deu	Ihr rosafarbenes Abendkleid zog alle Blicke auf sich.
2117735	deu	Mit Fragen kommt man durch die Welt.
1998665	deu	Meine Arbeitsgruppe besteht aus zehn Personen.
4242394	deu	Mit großer Anstrengung hatte er Erfolg.
1524881	deu	Was mache ich bloß, wenn am Ende des Geldes noch so viel Monat übrig ist?
1912536	deu	Wer etwas von der Hand weist, findet es nachher nicht mehr.
5389463	deu	Ein Held lebt lange, doch Gelegenheit dazu bekommt er nur einmal.
6060989	deu	Beherrsche die Sache, dann folgen die Worte.
923512	deu	Was ist deine beliebteste Apfelsorte?
2319207	deu	Ich werde mein Notebook mit integrierter Netzkamera benutzen.
3084504	deu	Wie wird man bar der quälenden Erinnerung? Wie kann man Gewesenes vergessen lernen?
625615	deu	Ich bin Eigentümer dieses Autos.
425072	deu	Kräht der Hahn früh auf dem Mist, ändert sich's Wetter, oder es bleibt wie es ist.
1307301	deu	Jims Vater kehrt spät heim.
6585351	deu	Die Minderheiten sind in vielen Ländern nicht geschätzt.
5402768	deu	Bei meinen Großeltern gibt es jeden Sonntag Schweinebraten mit Rotkraut und Klößen.
4757365	deu	Wir haben keine Beschwerde vernommen.
1239738	deu	Sie ist mit ihren 10 Jahren schon eine richtige kleine Leseratte.
1507361	deu	Heute arbeite ich ein bisschen länger, damit ich morgen nicht mit Arbeit überlastet werde.
3352593	deu	Hättest du etwas dagegen, wenn ich dieses Gespräch aufzeichne?
5234979	deu	Ein guter Freund ist besser als ein schlechter Bruder.
1249394	deu	Mit sich und der Welt im Einklang zu sein, ist erstrebenswert.
2223810	deu	Das Rationale am Menschen sind seine Einsichten, das Irrationale, dass er nicht danach handelt.
4903273	deu	Es war nirgendwo eine Katze zu sehen.
2740094	deu	Ich war gestern nicht dazu gekommen zu antworten. Ich habe mich früh schlafen gelegt.
2152061	deu	Ich bin heute Morgen früh aus dem Haus, um den Zug nicht zu verpassen.
5298067	deu	Ergeben Sie sich! Widerstand ist zwecklos!
2174046	deu	Es ist schade, dass mein Freund nicht hier ist.
2426098	deu	Phantasie ist alles. Sie ist die Vorschau auf die kommenden Ereignisse des Lebens.
1764808	deu	Mein Vater hat mir nicht erlaubt, einen Hund zu haben.
1592130	deu	Paris ist eine recht teure Stadt.
1651940	deu	Ein so alter Wagen war praktisch nutzlos.
1384445	deu	Die Oberfläche des Weges war glitschig, deshalb fiel ich und brach mir ein Bein.
5826256	deu	Jemand sah hier im Haus die Leiche liegen.
1216759	deu	Da stehste, wie die Kuh vorm neuen Tor!
2723673	deu	Glauben heißt nicht wissen wollen, was wahr ist.
1800692	deu	Sie ist von Geburt auf stumm.
2887842	deu	Gibt es unter den jungen Leuten in den USA einen neuen Geist?
1253203	deu	Ich bin müde wie ein Baby.
3694720	deu	Der Todesfall traf uns nicht unerwartet.
978160	deu	Du bist vor drei Tagen angekommen.
2571752	deu	Den eigenen Fleiß empfinden wir als notwendiges Übel. Der Fleiß der anderen ist eine Folge ihrer Unfähigkeit.
5502474	deu	Wir haben zurzeit sehr viel zu tun.
3484387	deu	Viele meiner Freunde fahren eine so genannte "Statuskarosse".
1131449	deu	Ist das Flugzeug in der Zeit?
6589024	deu	Das hätte ich nicht für möglich gehalten.
4616099	deu	Maria hat gesagt, dass sie ab heute alles roh essen wird.
1548513	deu	Übersetze den Abschnitt Wort für Wort.
4915573	deu	Der Frosch springt fort, wenn du dich ihm näherst.
2246070	deu	Die Besen kann man am wohlfeilsten geben, die man fertig stiehlt.
6617392	deu	Ich glaube nicht, dass wir genug zu essen haben.
1075837	deu	Sie verstand alle Worte des Vortrags, verstand aber nichts.
6581595	deu	Ich küsse sowieso nicht jeden!
2798381	deu	New York liegt am Atlantik.
802814	deu	Ihm wachsen unansehnliche Haare aus den Ohren.
1714916	deu	Ich fürchte, die ganze Chose haut weder vorn noch hinten hin.
3396805	deu	Tom krempelte seine Ärmel auf.
955189	deu	Bitte schreib das auf, was ich dir sagen werde.
826130	deu	Beim Schminken gilt: Weniger ist mehr!
905011	deu	Er ist ein wenig besser als ein Bettler.
2914636	deu	In vielen Ländern müssen sich Volkswirtschaft und Gesellschaft an die neuen Gegebenheiten anpassen.
358375	deu	Es bringt nichts, mit ihm zu diskutieren.
1327850	deu	Sie hat immer allen Kummer aus ihrem Leben hinweggelächelt.
5010749	deu	Tue nur jeden Tag das Nötige, weiter bleibt uns in guten und bösen Zeiten nichts übrig.
820666	deu	Ich mag es, wenn sich in einen fremdsprachlichen Redeschwall Worte wie "Quark, Magerstufe!" mischen.
735133	deu	Sie war eine intelligente Frau mit erotischer Ausstrahlung.
3012068	deu	Die Reputation des Präsidenten ist so schlecht wie nie zuvor.
6375258	deu	In Gesichtern lässt sich trefflich lesen, wenn sie wortreich schweigen.
367436	deu	Ihr Onkel ist vor fünf Jahren gestorben.
6401325	deu	Ich wünschte, ich hätte Zeit gehabt!
5216450	deu	Was man nicht tun kann, tut die Zeit.
3075006	deu	Wenn ihr wisst, wo man Geduld kaufen kann, gebt mir Bescheid.
6382838	deu	Der Professor ist ein Freund von Maria.
5652308	deu	Wenn es um Süßigkeiten geht, kann ich mich einfach nicht beherrschen.
6150137	deu	Wenn Sie mich weiterhin anlügen, sehe ich mich gezwungen, die Gespräche zu beenden.
1658962	deu	Er wünscht sehr, als Übersetzer zu arbeiten.
1755057	deu	Und doch, war es nicht ihr Aussehen, was ihn angezogen hat?
3346156	deu	In letzter Zeit übersetzt Tom meine Sätze nicht mehr. Ob er mich wohl nicht mehr mag?
3942142	deu	Es war ein musikalischer Hochgenuss.
1383897	deu	Du hast mich erschreckt, als du unerwartet das Zimmer betratest.
5397586	deu	Sogar die Decke der Schatzkammer ist sehr prunkvoll.
4749477	deu	Der Missionar wurde von Menschenfressern gegessen.
4874726	deu	Seine rhetorischen Ergüsse sind voller banaler Ausdrücke.
5951946	deu	Tom besitzt sehr wohl ein Superhirn.
3765572	deu	Tom wird Kuchen gegessen haben.
3010062	deu	Jetzt kommen wir zum Kern des Themas.
1837450	deu	Es gibt solche, die an Ufos glauben, und solche, die es nicht tun.
3696973	deu	Ich weiß nicht, was du über sie gehört hast.
5990034	deu	Sie essen Früchte und Getreidesprossen.
1434531	deu	Auch im Bükk-Gebirge gibt es einen Urwald.
973631	deu	Das Haus an der See gehört mir.
399538	deu	Kurz gesagt, du hasst mich, nicht wahr?
4284802	deu	Und alle Frauen, die den Willen und die Fachkenntnis hatten, haben Ziegenwolle gesponnen.
1300437	deu	Karin findet sich selbst nicht besonders sexy und weiblich.
2897261	deu	Die Kommas sind des Deutschen Freunde.
1448392	deu	Ich überlegte gerade, wie oft so etwas geschieht.
3369134	deu	Die harte Zahnbürste verletzte meinen Gaumen.
2806797	deu	Männer brauchen keine Türen, sie gehen mit dem Kopf durch die Wand.
1033191	deu	Er ist ausgegangen, ohne einen Hut aufzuhaben.
6569317	deu	Ihre Art, das zu tun, ist mir eine Freude.
2515348	deu	Wirb nicht ängstlich um Freunde!
3083647	deu	Wir haben einen Schneewall auf unserer Garagenauffahrt.
4113886	deu	Der römische Feldherr sah, dass er nichts gewonnen hatte mit seiner Reise über das Meer.
5417472	deu	In der einen Hand hält das Kind einen blauen und in der anderen Hand einen grünen Farbstift.
2070516	deu	Tom amüsierte sich wirklich gut.
1183289	deu	Ich komme in zwei Wochen wieder.
2943181	deu	Finanzierungsproblemen zum Trotz, konnten wir Instandsetzungsarbeiten in Kindergärten durchführen.
6036337	deu	Sie haben keine Nachricht hinterlassen.
2130014	deu	In weiter Ferne ruft ein Lied zum Tanz.
1704768	deu	Sie hatte eine Ahnung, dass alle Messen schon gesungen waren.
6134876	deu	Toms chaotische Lebensweise stört meine Ordnungsliebe.
3306597	deu	Würdest du mir bitte mal die Butter reichen?
6047913	deu	Als Tom um halb fünf am Morgen aufwachte, wusste er nicht mehr, wo er war.
5417531	deu	Das Kleinkind malt mit einem pinken Farbstift ein blumenähnliches Etwas.
2711045	deu	Ich arbeite hier schon seit ein paar Wochen.
2789818	deu	Schwere Sorgen bedrücken mein Herz.
4254972	deu	Wir überquerten den Fluss per Boot.
943160	deu	Diese Seite wurde nicht sauber gedruckt, also druck sie bitte noch einmal aus.
3137901	deu	Leider wird in unserem Land in dieser Hinsicht äußerst wenig getan.
2696417	deu	Glück kann man nur festhalten, indem man es weitergibt.
1329505	deu	Wissenschaftler haben ein Anwachsen der mittleren Temperatur der Atmosphäre und der Ozeane unseres Planeten festgestellt.
926061	deu	Ich nahm vom Bahnhof zum Hotel ein Taxi.
1304767	deu	Ich will erst noch das Holz stapeln.
1463864	deu	Ein gutes Gedächtnis merkt sich nicht alles, sondern vergisst das Unwichtige.
1229138	deu	Das ist eine faule Ausrede!
931977	deu	Gewohnheit ist für den Geist dasselbe wie Arteriosklerose für die Adern.
2813504	deu	Mir ekelt vor diesem tintenklecksenden Säkulum, wenn in in meinem Plutarch lese von großen Menschen.
1351350	deu	Sie besitzt die bemerkenswerte Fähigkeit, mit jedweder Schwierigkeit fertig zu werden.
1677733	deu	Für das Fest benötigen wir einhundertundfünfzig Kilogramm Kartoffeln.
911510	deu	Wie hat sie die Nachricht aufgenommen?
1338974	deu	Das Geheimnis, tausend Hände am Tag schütteln zu können, besteht darin, selbst zu schütteln, nicht schütteln zu lassen.
2753636	deu	Man muss die Fehler, die man nicht ablegen kann, in Tugenden verwandeln.
1897162	deu	Wer seine Träume leben möchte, darf nicht die anderer träumen.
3413948	deu	Ich denke, es wäre fröhlicher, wenn wir zusammen gehen.
6132868	deu	Acht Euro? Das ist viel Geld für ein Glas Bier!
1812276	deu	Schlimmer als ein Elefant im Porzellanladen, ist ein Igel in der Kondomfabrik.
373130	deu	Es gibt nichts schöneres als einen Spaziergang.
4680449	deu	Ich will mich in dieser Angelegenheit nicht einmischen, denn der Mann ist offensichtlich schuldig.
2723616	deu	Wie heißen die harten Plastikenden an den Schnürsenkeln?
2739115	deu	Der Held ist heiter. Das entging bisher den Tragödiendichtern.
4464293	deu	Ein ins Auge stechendes Merkmal dieses Hauses ist ein Erker aus barocker Zeit.
3692366	deu	Bitte hab Verständnis für mich.
1834424	deu	Es ist so leise, dass man eine Nadel fallen hören kann.
801643	deu	Ich wage zu sagen, dass er kein schlechter Junge ist.
2782545	deu	Dies ist das Wörterbuch meiner Schwester.
372849	deu	Ich gehe immer um 9 Uhr ins Bett.
4432238	deu	Die Ringelwürmer sind Würmer, deren Körper aus ringförmigen Segmenten bestehen.
2197289	deu	Er erwählte eine gute Ehefrau.
3433481	deu	Er will sich keinen Autoritäten unterordnen.
2948930	deu	Gibst dem Wolf du auch das beste Fressen, so wird er doch nie den Wald vergessen.
1432425	deu	Trotz ihres strengen Aussehens hat sie etwas Verwundbares an sich, welches sie anziehend macht.
5107023	deu	Lass mich dir ein Getränk vorstellen.
4140952	deu	Gewaltige Ackerflächen wurden den Wäldern abgetrotzt, und in den Städten wuchsen gotische Kathedralen in den Himmel.
926041	deu	Er ist stolz darauf, dass sein Vater ein großer Wissenschaftler ist.
4726392	deu	Es ist nicht wichtig, was gegeben wurde, sondern die Liebe, mit der es gegeben worden ist.
6025753	deu	Am morgigen Tag, werde ich den Vollmond betrachten.
1208031	deu	Wein auf Bier, das rat ich dir; Bier auf Wein, das lasse sein!
2813885	deu	Tom fing an zu schluchzen, als er den Prüfungsbogen vor sich sah und nicht einmal die Aufgaben verstand.
3948339	deu	Es würde mich freuen, eine Antwort zu bekommen.
2030525	deu	Lass dir von ihnen helfen; das hilft auch ihnen.
907775	deu	Das Messer hat mir gute Dienste geleistet.
1409567	deu	Der Fehmarnbelt-Tunnel soll das dänische Lolland mit der Insel Fehmarn und dem deutschen Festland verbinden.
398202	deu	Mein Arzt riet mir, mich eine Weile des Alkohols zu enthalten.
4778710	deu	Mir hat dieses Spiel nicht gefallen.
1811076	deu	Kann ich auf dieses Blatt Papier schreiben?
3999830	deu	Ich zähle auf dich, dass du dich uns anschließen wirst.
3690048	deu	Wer ist dieser Mann, der Klavier spielt?
4811489	deu	Der Richter kündete eine Pause von 30 Minuten an.
696632	deu	Das, was du nun sagst, stimmt nicht überein mit dem, was du vorher gesagt hast.
4933911	deu	Wenn die Ameisen sich verkriechen, kommt der Regen.
3890222	deu	Tom lebte eine Zeitlang bei einem Stamm der Lakota, deren Sprache und Bräuche er so kennenlernte.
1794676	deu	Niemand möchte mit einem Menschen zusammensein, der einen deprimierten Eindruck macht.
3145260	deu	Ich weiß, dass ich einen anderen Weg wählen muss.
1994259	deu	Franzosen, zum Beispiel, können über russische Witze nicht lachen.
6566122	deu	Tom hat es getan, um seine Nachbarn zu ärgern.
6036237	deu	Der zweite Nachname ist der Familienname der Mutter.
4807520	deu	Ich habe die Leute erschreckt.
2499163	deu	Die Hand der Justitia sollte kein Schwert halten.
6195897	deu	Fahr in der Nacht, dann gibt es nicht so viel Verkehr!
2755917	deu	Tom verdreht die Bedeutungen meiner Sätze immer ins Lächerliche.
3584955	deu	Es funktioniert noch fast wie neu.
4791879	deu	Unsere Schule ist gleich am Bahnhof.
1823074	deu	Der Herr wohnt in dem Hause, das ich dir gezeigt habe.
2993911	deu	Passen Sie auf, dass Sie nicht ausrutschen.
2058424	deu	Manchmal tippen meine Finger etwas anderes, als das Gehirn will.
1836941	deu	Im Schein der untergehenden Sonne fuhren wir durch eine lange Allee zum Schloss.
572864	deu	Sie hielt an, um zu rauchen.
3675060	deu	Diese Jacke ist viel zu groß für dich.
2705438	deu	Ein Mann von Ehre sollte nie eine Dame zu verführen versuchen, es sei denn mit Erfolg.
1234892	deu	Er versucht mich immer davon zu überzeugen, dass seine eigenen Verse außergewöhnlich beeindruckend sind.
1627228	deu	Während ich daran dachte, packte mich das Grauen.
